CustomerID,recency_days,frequency,monetary_value,R,F,M,segment
14888,207,1,369.2,1,1,2,Lost
16758,65,1,369.34,3,2,2,Others
15922,373,1,369.5,1,1,2,Lost
16343,16,2,370.48,4,3,2,Others
15063,213,1,370.8,1,1,2,Lost
15975,84,1,371.01,2,2,2,Others
14950,19,1,371.2,4,2,2,Promising
15472,113,1,371.56,2,1,2,Others
18155,75,3,371.62,2,3,2,Others
14690,44,2,371.7,3,3,2,Others
17765,158,3,371.88,2,3,2,Others
13300,169,1,371.89,2,1,2,Others
16065,365,1,372.09,1,1,2,Lost
12981,29,2,372.22,4,3,2,Others
12544,36,1,372.7,3,2,2,Others
12895,42,2,372.8,3,3,2,Others
16903,29,1,373.24,4,2,2,Promising
16321,72,5,373.65,2,4,2,"At Risk"
13569,17,2,373.75,4,3,2,Others
13351,66,1,373.94,3,2,2,Others
12873,282,1,374,1,1,2,Lost
17492,248,1,374.57,1,1,2,Lost
14067,63,2,374.7,3,3,2,Others
16147,133,1,375,2,1,2,Others
14079,124,1,375.1,2,1,2,Others
14448,9,2,375.35,5,3,2,Others
16858,368,1,375.69,1,1,2,Lost
13936,179,1,376.58,1,1,2,Lost
17489,58,2,376.64,3,3,2,Others
15025,33,1,377.01,3,2,2,Others
17736,9,3,377.44,5,4,2,Loyal
17078,36,2,378.2,3,3,2,Others
13372,89,1,378.64,2,1,2,Others
16909,72,1,379.14,2,2,2,Others
15885,92,3,379.35,2,3,2,Others
17878,43,1,379.45,3,2,2,Others
13656,164,2,379.65,2,2,2,Others
13589,14,2,379.65,4,3,2,Others
16552,242,2,379.73,1,2,2,Lost
14594,7,2,379.83,5,3,2,Others
14731,47,3,380.02,3,3,2,Others
17031,11,2,380.35,5,3,2,Others
16769,260,1,380.39,1,1,2,Lost
12890,24,1,380.47,4,2,2,Promising
17138,275,1,380.5,1,1,2,Lost
16930,26,3,380.55,4,4,2,Loyal
17573,29,3,380.6,4,4,2,Loyal
12871,84,2,380.64,2,3,2,Others
16441,67,2,381.2,3,3,2,Others
15090,308,1,381.32,1,1,2,Lost
17999,37,2,382.06,3,3,2,Others
13657,10,2,382.14,5,3,2,Others
17239,312,1,382.5,1,1,2,Lost
18181,24,1,382.8,4,2,2,Promising
13817,29,2,382.98,4,3,2,Others
12832,32,2,383.03,3,3,2,Others
15424,254,2,383.34,1,2,2,Lost
14304,222,1,383.45,1,1,2,Lost
15440,54,3,383.68,3,3,2,Others
12515,353,1,383.7,1,1,2,Lost
12733,234,1,383.95,1,1,2,Lost
15048,65,4,384.05,3,4,2,Others
16982,60,1,384.06,3,2,2,Others
17205,53,1,384.08,3,2,2,Others
17189,106,2,384.4,2,3,2,Others
17250,3,2,384.52,5,3,2,Others
13833,159,1,384.8,2,1,2,Others
13919,59,2,384.81,3,3,2,Others
17711,10,2,385.1,5,3,2,Others
13821,144,2,385.64,2,2,2,Others
14779,280,3,386.15,1,3,2,Others
15664,50,1,386.43,3,2,2,Others
14114,273,2,386.53,1,2,2,Lost
17508,280,1,387.31,1,1,2,Lost
14420,99,1,387.52,2,1,2,Others
17817,4,3,387.68,5,4,2,Loyal
17357,24,2,388.14,4,3,2,Others
14538,64,2,388.25,3,3,2,Others
16776,60,1,388.28,3,2,2,Others
17438,253,1,388.45,1,1,2,Lost
13856,168,3,388.5,2,3,2,Others
13899,16,2,388.52,4,3,2,Others
15592,46,1,388.58,3,2,2,Others
17595,12,2,388.79,5,3,2,Others
12690,205,1,389.01,1,1,2,Lost
15847,38,2,389.27,3,3,2,Others
16250,261,2,389.44,1,2,2,Lost
13345,287,1,389.5,1,1,2,Lost
13873,119,3,389.6,2,3,2,Others
14752,43,1,389.64,3,2,2,Others
18024,152,2,389.78,2,2,2,Others
17936,5,1,389.84,5,2,2,Promising
17614,57,1,390.07,3,2,2,Others
12982,242,1,390.54,1,1,2,Lost
16917,276,1,391.52,1,1,2,Lost
15837,64,1,391.98,3,2,2,Others
14600,305,1,393.33,1,1,2,Lost
17226,308,1,393.49,1,1,2,Lost
15345,45,1,393.54,3,2,2,Others
15264,64,1,393.74,3,2,2,Others
15386,186,1,394.14,1,1,2,Lost
16207,25,1,394.38,4,2,2,Promising
14619,245,1,394.44,1,1,2,Lost
17603,78,1,394.72,2,2,2,Others
16354,63,2,395.8,3,3,2,Others
18067,40,1,396.33,3,2,2,Others
15883,2,2,396.48,5,3,2,Others
17486,261,1,396.87,1,1,2,Lost
13673,18,2,396.92,4,3,2,Others
13594,52,1,396.97,3,2,2,Others
12824,59,1,397.12,3,2,2,Others
17926,133,2,397.29,2,2,2,Others
15429,26,2,397.35,4,3,2,Others
13352,60,1,397.98,3,2,2,Others
12508,26,2,398.27,4,3,2,Others
17830,1,3,398.7,5,4,2,Loyal
15522,32,2,398.84,4,3,2,Others
18154,3,2,399.19,5,3,2,Others
13255,9,2,399.51,5,3,2,Others
18164,37,1,399.65,3,2,2,Others
17375,199,3,400.1,1,3,2,Others
12792,256,1,400.54,1,1,2,Lost
16198,75,1,400.68,2,2,2,Others
16500,4,6,400.86,5,5,2,Loyal
15158,45,1,401.4,3,2,2,Others
12386,337,2,401.9,1,2,2,Lost
15221,366,1,403.25,1,1,2,Lost
17431,313,1,403.3,1,1,2,Lost
12498,21,3,403.7,4,4,2,Loyal
16484,173,2,404.3,2,2,2,Others
16319,217,1,404.4,1,1,2,Lost
15938,112,5,404.58,2,4,2,"At Risk"
17379,11,1,404.66,5,2,2,Promising
12922,161,1,405.38,2,1,2,Others
18036,32,3,405.62,4,4,2,Loyal
16204,23,1,405.71,4,2,2,Promising
14616,242,3,406.08,1,3,2,Others
15342,129,1,406.09,2,1,2,Others
16947,235,1,406.48,1,1,2,Lost
15127,65,1,406.53,3,2,2,Others
15184,29,2,406.76,4,3,2,Others
16010,245,3,407.5,1,3,2,Others
17931,134,2,408.36,2,2,2,Others
16399,19,2,408.57,4,3,2,Others
15269,23,1,408.8,4,2,2,Promising
16018,39,2,408.9,3,3,2,Others
16243,33,2,409.1,3,3,2,Others
15225,234,1,409.4,1,1,2,Lost
12990,31,3,409.5,4,4,2,Loyal
14348,260,1,409.57,1,1,2,Lost
14048,305,1,409.93,1,1,2,Lost
15695,266,2,409.98,1,2,2,Lost
15099,84,1,410.48,2,2,2,Others
15186,14,2,411.41,4,3,2,Others
14670,280,2,411.53,1,2,2,Lost
17913,58,2,411.6,3,3,2,Others
16272,116,1,411.7,2,1,2,Others
15523,84,1,412.01,2,2,2,Others
13827,57,3,412.05,3,3,2,Others
14620,205,2,412.78,1,2,2,Lost
16834,227,1,413.46,1,1,2,Lost
13974,49,1,413.59,3,2,2,Others
17052,28,1,413.75,4,2,2,Promising
17483,65,3,414.04,3,3,2,Others
16239,56,2,414.2,3,3,2,Others
12993,23,4,414.76,4,4,2,Loyal
16795,365,1,414.88,1,1,2,Lost
14333,67,1,415.2,3,2,2,Others
15725,15,1,415.25,4,2,2,Promising
12580,246,1,415.7,1,1,2,Lost
12930,78,2,415.8,2,3,2,Others
15803,51,1,415.82,3,2,2,Others
14139,46,1,415.82,3,2,2,Others
13085,157,2,416.08,2,2,2,Others
16957,239,2,416.64,1,2,2,Lost
15935,239,2,416.86,1,2,2,Lost
13889,92,1,416.9,2,1,2,Others
16816,103,4,417.06,2,4,2,"At Risk"
13166,283,1,417.2,1,1,2,Lost
18001,12,2,417.23,5,3,2,Others
12833,145,1,417.38,2,1,2,Others
16737,53,1,417.6,3,2,2,Others
13615,318,1,417.69,1,1,2,Lost
16629,73,2,417.73,2,3,2,Others
17701,252,1,417.95,1,1,2,Lost
12593,108,3,418.1,2,3,2,Others
15967,23,2,418.83,4,3,2,Others
15361,361,1,418.92,1,1,2,Lost
14124,84,1,419.58,2,2,2,Others
15206,10,4,420.3,5,4,2,Loyal
14757,75,1,420.5,2,2,2,Others
17232,2,2,421.52,5,3,2,Others
18240,46,1,422.58,3,2,2,Others
16689,75,2,422.6,2,3,2,Others
13473,60,2,422.64,3,3,2,Others
17525,359,1,422.7,1,1,2,Lost
18034,21,2,422.88,4,3,2,Others
15012,53,2,423.04,3,3,2,Others
16119,8,2,423.36,5,3,2,Others
13140,108,3,423.72,2,3,2,Others
17371,17,3,423.89,4,4,2,Loyal
17134,106,2,425,2,3,2,Others
16780,100,2,425.19,2,3,2,Others
15639,134,1,425.32,2,1,2,Others
14288,213,1,426.6,1,1,2,Lost
15930,67,1,426.63,3,2,2,Others
17223,310,2,426.79,1,2,2,Lost
15994,54,1,427.07,3,2,2,Others
12802,186,1,427.58,1,1,2,Lost
12740,63,1,427.6,3,2,2,Others
12403,49,1,427.7,3,2,2,Others
12725,371,1,427.8,1,1,2,Lost
15360,39,1,427.93,3,2,2,Others
17869,107,5,428.18,2,4,2,"At Risk"
16324,128,3,428.68,2,3,2,Others
13602,64,1,428.89,3,2,2,Others
15957,31,1,428.89,4,2,2,Promising
15230,239,2,429.6,1,2,2,Lost
15450,30,1,429.84,4,2,2,Promising
16884,37,2,429.84,3,3,2,Others
14998,170,2,429.87,2,2,2,Others
12827,5,3,430.15,5,4,2,Loyal
12795,18,1,430.48,4,2,2,Promising
13245,50,1,430.5,3,2,2,Others
12452,16,2,430.57,4,3,2,Others
18106,329,1,430.7,1,1,2,Lost
15976,165,2,430.94,2,2,2,Others
16881,66,1,432,3,2,2,Others
16236,78,1,432.2,2,2,2,Others
14157,19,2,432.88,4,3,2,Others
17035,245,2,433.53,1,2,2,Lost
12493,165,2,433.74,2,2,2,Others
14460,110,3,434.34,2,3,2,Others
14910,2,4,434.35,5,4,2,Loyal
16948,138,3,435.02,2,3,2,Others
15551,36,1,436.06,3,2,2,Others
16084,299,1,436.18,1,1,2,Lost
15553,60,1,437.23,3,2,2,Others
12592,92,2,437.6,2,3,2,Others
16034,196,3,437.7,1,3,2,Others
12552,38,2,437.82,3,3,2,Others
14272,73,2,437.96,2,3,2,Others
13358,268,1,439.03,1,1,2,Lost
16968,4,2,439.43,5,3,2,Others
13359,63,1,439.56,3,2,2,Others
16025,29,1,439.66,4,2,2,Promising
13954,1,2,439.92,5,3,2,Others
18233,325,1,440,1,1,2,Lost
14022,225,1,440,1,1,2,Lost
15524,24,1,440,4,2,2,Promising
12579,78,1,440.42,2,2,2,Others
14093,12,1,442.85,5,2,2,Promising
18222,92,1,443,2,1,2,Others
16404,70,1,443.05,3,2,2,Others
14638,50,1,443.6,3,2,2,Others
18006,23,1,444.68,4,2,2,Promising
17190,58,2,444.74,3,3,2,Others
17370,72,4,446.18,2,4,2,"At Risk"
14149,220,1,446.62,1,1,2,Lost
15889,156,2,446.87,2,2,2,Others
15368,21,1,446.94,4,2,2,Promising
15456,283,3,447.22,1,3,2,Others
15646,157,3,447.64,2,3,2,Others
14780,54,2,447.68,3,3,2,Others
17579,4,3,448.9,5,4,2,Loyal
15739,66,1,449.12,3,2,2,Others
12448,44,1,449.45,3,2,2,Others
13489,105,4,449.52,2,4,2,"At Risk"
17040,137,1,449.73,2,1,2,Others
14173,10,4,450.84,5,4,2,Loyal
15802,142,1,451.42,2,1,2,Others
16574,71,1,451.44,3,2,2,Others
12970,7,4,452.24,5,4,2,Loyal
12591,317,1,452.85,1,1,2,Lost
14184,66,1,452.89,3,2,2,Others
18071,257,2,453,1,2,2,Lost
12729,113,1,453.01,2,1,2,Others
18158,9,2,453.4,5,3,2,Others
17564,24,3,454.01,4,4,2,Loyal
15475,77,1,454.11,2,2,2,Others
13485,233,1,454.24,1,1,2,Lost
16529,190,1,455.25,1,1,2,Lost
15585,176,1,455.3,2,1,2,Others
14513,100,3,455.59,2,3,2,Others
12999,196,3,455.88,1,3,2,Others
12564,261,1,456.9,1,1,2,Lost
13398,192,1,457.34,1,1,2,Lost
12375,10,2,457.5,5,3,2,Others
15121,50,2,457.72,3,3,2,Others
15092,215,2,457.81,1,2,2,Lost
17392,306,2,457.91,1,2,2,Lost
13506,316,2,458.52,1,2,2,Lost
15754,51,3,458.57,3,3,2,Others
17880,364,1,458.92,1,1,2,Lost
16589,71,3,459.24,3,3,2,Others
12355,214,1,459.4,1,1,2,Lost
12491,38,1,460.4,3,2,2,Others
16805,173,2,460.59,2,2,2,Others
16824,15,2,460.64,4,3,2,Others
12391,21,1,460.89,4,2,2,Promising
14470,11,2,461.19,5,3,2,Others
14331,124,2,462.66,2,3,2,Others
12945,288,1,462.95,1,1,2,Lost
14489,207,1,463.38,1,1,2,Lost
17418,42,2,463.46,3,3,2,Others
12787,9,3,463.66,5,4,2,Loyal
14967,49,1,463.8,3,2,2,Others
16586,248,1,463.95,1,1,2,Lost
13928,10,4,464.57,5,4,2,Loyal
16742,46,1,464.9,3,2,2,Others
17140,247,1,465.32,1,1,2,Lost
15036,72,3,465.55,2,3,2,Others
13248,124,2,465.68,2,3,2,Others
14205,16,2,466.7,4,3,2,Others
13579,14,2,467.04,4,3,2,Others
15468,51,2,467.51,3,3,2,Others
14029,63,2,467.66,3,3,2,Others
14335,16,2,468.26,4,3,2,Others
13171,21,3,468.41,4,4,2,Loyal
14896,204,2,468.77,1,2,2,Lost
15026,80,3,469,2,3,2,Others
15471,2,1,469.48,5,2,2,Promising
14431,302,1,470.36,1,1,2,Lost
15963,19,2,470.76,4,3,2,Others
13066,24,2,470.8,4,3,2,Others
16885,15,3,471.51,4,4,2,Loyal
17964,31,2,471.7,4,3,2,Others
16038,7,3,471.78,5,4,2,Loyal
14013,110,3,473.02,2,3,2,Others
16374,66,2,473.03,3,3,2,Others
15557,28,1,473.65,4,2,2,Promising
15349,158,2,473.81,2,2,2,Others
15780,183,3,475.28,1,3,2,Others
14497,309,1,475.37,1,1,2,Lost
14853,24,2,475.8,4,3,2,Others
18176,358,1,476.35,1,1,2,Lost
12447,243,1,476.49,1,1,2,Lost
14320,206,2,477.79,1,2,2,Lost
13092,70,5,477.83,3,4,2,Others
12644,129,1,477.91,2,1,2,Others
16768,47,3,478.09,3,3,2,Others
15589,255,3,478.53,1,3,2,Others
16008,23,3,478.78,4,4,2,Loyal
16812,360,1,479.35,1,1,2,Lost
15091,67,1,480.71,3,2,2,Others
18216,31,1,481.75,4,2,2,Promising
16693,68,2,482.01,3,3,2,Others
12504,18,2,482.05,4,3,2,Others
17950,72,3,482.2,2,3,2,Others
16603,74,2,482.47,2,3,2,Others
14450,180,3,483.25,1,3,2,Others
17555,19,2,483.26,4,3,2,Others
14147,78,2,483.4,2,3,2,Others
12808,36,3,483.65,3,4,2,Others
13531,205,2,483.8,1,2,2,Lost
14130,319,1,483.86,1,1,2,Lost
16518,61,2,484.32,3,3,2,Others
16504,25,1,484.38,4,2,2,Promising
16999,23,2,484.82,4,3,2,Others
15109,245,1,484.95,1,1,2,Lost
12639,238,1,486.1,1,1,2,Lost
13153,5,1,486.22,5,2,2,Promising
15287,22,2,486.69,4,3,2,Others
17453,17,2,486.72,4,3,2,Others
13675,151,2,486.82,2,2,2,Others
13338,157,1,487.02,2,1,2,Others
16643,245,1,487.51,1,1,2,Lost
15165,373,1,487.75,1,1,2,Lost
14396,65,2,487.99,3,3,2,Others
17361,49,3,488.2,3,3,2,Others
12809,177,1,489.31,2,1,2,Others
18074,373,1,489.6,1,1,2,Lost
14416,22,2,490.22,4,3,2,Others
15000,47,1,490.52,3,2,3,Others
14236,80,2,490.86,2,3,3,Others
13732,28,1,491.86,4,2,3,Promising
15507,171,1,492.36,2,1,3,Others
14270,331,1,492.65,1,1,3,Lost
13176,46,1,492.84,3,2,3,Others
15877,1,2,493.28,5,3,3,Others
12763,138,2,494.08,2,2,3,Others
17333,85,1,494.25,2,2,3,Others
16352,17,2,494.44,4,3,3,Others
15448,312,1,494.64,1,1,3,Lost
17374,218,2,495.77,1,2,3,Lost
15018,38,3,496.21,3,4,3,Others
15300,64,1,496.44,3,2,3,Others
16368,2,2,497.43,5,3,3,Others
17495,7,2,497.56,5,3,3,Others
16820,95,1,497.61,2,1,3,Others
17298,101,2,498.42,2,3,3,Others
17053,130,1,498.48,2,1,3,Others
15142,46,1,498.74,3,2,3,Others
16488,33,3,498.8,3,4,3,Others
14681,71,3,498.95,3,3,3,Others
15193,60,1,499.32,3,2,3,Others
14077,40,5,499.42,3,4,3,Others
14958,147,3,499.68,2,3,3,Others
15389,172,1,500,2,1,3,Others
16616,15,2,500.42,4,3,3,Others
13247,17,4,501.12,4,4,3,Loyal
13116,138,1,501.14,2,1,3,Others
15881,312,5,501.39,1,4,3,"At Risk"
13865,58,4,501.56,3,4,3,Others
15006,51,1,502.09,3,2,3,Others
16863,31,2,502.8,4,3,3,Others
17630,169,2,503.6,2,2,3,Others
12991,23,2,503.76,4,3,3,Others
15081,22,5,504.8,4,4,3,Loyal
14014,77,1,505.18,2,2,3,Others
16614,182,1,506.19,1,1,3,Lost
13885,189,2,506.8,1,2,3,Lost
16960,38,3,507.05,3,4,3,Others
15721,11,1,507.08,5,2,3,Promising
14820,21,4,507.29,4,4,3,Loyal
14158,40,1,507.66,3,2,3,Others
17415,79,1,507.84,2,2,3,Others
17958,116,1,508.46,2,1,3,Others
14317,64,1,508.58,3,2,3,Others
15417,85,1,508.8,2,2,3,Others
17391,163,2,508.8,2,2,3,Others
16898,26,3,508.81,4,4,3,Loyal
12436,99,1,509.01,2,1,3,Others
12904,18,2,509.58,4,3,3,Others
15406,31,2,510.71,4,3,3,Others
16561,5,2,511.12,5,3,3,Others
14851,23,2,511.35,4,3,3,Others
12582,238,2,511.36,1,2,3,Lost
17480,77,1,511.82,2,2,3,Others
17805,73,1,512.31,2,2,3,Others
17513,72,1,513.2,2,2,3,Others
13005,173,2,513.7,2,2,3,Others
15246,238,2,514.15,1,2,3,Lost
12811,260,3,514.85,1,3,3,Others
15809,36,5,515.77,3,4,3,Others
15882,198,4,516.36,1,4,3,"At Risk"
13043,273,1,516.42,1,1,3,Lost
18205,36,2,517.36,3,3,3,Others
17454,192,4,517.53,1,4,3,"At Risk"
16135,262,1,517.55,1,1,3,Lost
15030,71,2,518.28,3,3,3,Others
16650,71,1,518.42,3,2,3,Others
16955,184,4,518.67,1,4,3,"At Risk"
13643,31,3,519.44,4,4,3,Loyal
12571,39,2,519.61,3,3,3,Others
14873,210,1,519.68,1,1,3,Lost
15149,133,1,520.8,2,1,3,Others
12863,52,1,521.2,3,2,3,Others
14871,3,4,522.38,5,4,3,Loyal
17712,44,1,522.91,3,2,3,Others
18017,81,3,523,2,3,3,Others
17329,14,2,523.11,4,3,3,Others
13721,36,1,524.14,3,2,3,Others
15891,226,1,524.52,1,1,3,Lost
15467,9,3,524.88,5,4,3,Loyal
17429,128,3,524.92,2,3,3,Others
17290,3,2,525.24,5,3,3,Others
16892,1,5,525.54,5,4,3,Loyal
18252,50,2,526.67,3,3,3,Others
17623,32,1,527.05,4,2,3,Promising
12479,11,1,527.2,5,2,3,Promising
16602,36,1,528.08,3,2,3,Others
17631,1,3,528.33,5,4,3,Loyal
16185,16,2,529.41,4,3,3,Others
14463,98,3,529.62,2,3,3,Others
14002,134,2,529.73,2,2,3,Others
18159,301,1,530.15,1,1,3,Lost
14265,109,2,530.18,2,3,3,Others
16706,37,3,531.35,3,4,3,Others
15825,172,1,532.94,2,1,3,Others
15756,61,4,532.96,3,4,3,Others
15433,213,2,533.3,1,2,3,Lost
13217,122,3,533.98,2,3,3,Others
17443,219,1,534.24,1,1,3,Lost
13434,74,2,534.24,2,3,3,Others
13385,329,1,534.57,1,1,3,Lost
13000,106,3,534.85,2,3,3,Others
12988,292,1,535.32,1,1,3,Lost
16142,249,1,535.34,1,1,3,Lost
15535,173,4,536.4,2,4,3,"At Risk"
16233,71,3,536.68,3,3,3,Others
16804,23,3,536.99,4,4,3,Loyal
15043,31,1,537,4,2,3,Promising
16206,54,4,537.06,3,4,3,Others
14539,15,2,537.48,4,3,3,Others
17345,15,4,537.74,4,4,3,Loyal
17062,313,4,538.37,1,4,3,"At Risk"
15539,7,1,538.46,5,2,3,Promising
15469,50,2,538.55,3,3,3,Others
15452,29,3,538.73,4,4,3,Loyal
14496,311,2,538.81,1,2,3,Lost
13812,42,3,539,3,3,3,Others
13874,358,1,540.45,1,1,3,Lost
17557,14,3,541.46,4,4,3,Loyal
17447,40,2,541.53,3,3,3,Others
16230,189,2,542.03,1,2,3,Lost
13278,40,1,542.73,3,2,3,Others
16927,115,3,543.05,2,3,3,Others
13390,74,1,544.08,2,2,3,Others
13617,40,3,544.18,3,3,3,Others
16475,88,4,544.3,2,4,3,"At Risk"
12793,334,2,545.48,1,2,3,Lost
17806,11,1,546.04,5,2,3,Promising
14997,46,3,546.2,3,3,3,Others
12743,134,2,546.43,2,2,3,Others
17520,53,1,546.81,3,2,3,Others
16211,88,1,547.02,2,1,3,Others
17637,31,2,547.06,4,3,3,Others
16811,4,2,547.07,5,3,3,Others
14474,46,1,547.66,3,2,3,Others
16031,92,2,548.94,2,3,3,Others
16536,110,1,548.97,2,1,3,Others
16340,107,1,549.07,2,1,3,Others
12390,79,1,549.84,2,2,3,Others
17235,25,2,550.06,4,3,3,Others
17291,308,1,550.8,1,1,3,Lost
17674,74,2,551.04,2,3,3,Others
12363,109,2,552,2,3,3,Others
15068,46,2,553.36,3,3,3,Others
14618,9,3,553.44,5,4,3,Loyal
14891,148,2,554.38,2,2,3,Others
14805,15,4,554.65,4,4,3,Loyal
16385,60,3,555.89,3,3,3,Others
17295,28,3,556.95,4,4,3,Loyal
17955,198,4,557.3,1,4,3,"At Risk"
13260,61,1,557.62,3,2,3,Others
13800,309,1,558.32,1,1,3,Lost
12987,73,2,558.7,2,3,3,Others
17503,2,2,558.96,5,3,3,Others
12866,283,1,559.12,1,1,3,Lost
14177,86,4,559.41,2,4,3,"At Risk"
18043,24,3,559.51,4,4,3,Loyal
16275,196,1,559.87,1,1,3,Lost
14273,51,4,559.97,3,4,3,Others
13044,291,1,560.47,1,1,3,Lost
15655,243,1,560.67,1,1,3,Lost
13946,79,3,561.57,2,3,3,Others
12559,310,2,561.71,1,2,3,Lost
12414,217,3,562.41,1,3,3,Others
17265,138,2,562.9,2,2,3,Others
14753,87,1,563.15,2,1,3,Others
16933,1,2,563.23,5,3,3,Others
15344,0,3,563.94,5,4,3,Loyal
13894,23,3,564.62,4,4,3,Loyal
16278,100,1,566.38,2,1,3,Others
18150,32,3,566.58,4,4,3,Loyal
17897,172,3,566.6,2,3,3,Others
13321,72,2,567.36,2,3,3,Others
13939,23,3,568.55,4,4,3,Loyal
16667,68,2,570.13,3,3,3,Others
14592,35,3,570.46,3,4,3,Others
15315,64,2,570.5,3,3,3,Others
15821,44,2,570.96,3,3,3,Others
17616,173,3,571.2,2,3,3,Others
13816,23,2,571.67,4,3,3,Others
12816,95,2,572.2,2,3,3,Others
13405,74,3,572.45,2,3,3,Others
13379,26,3,572.56,4,4,3,Loyal
15415,313,1,572.81,1,1,3,Lost
12879,44,3,573.22,3,3,3,Others
15303,290,1,574.02,1,1,3,Lost
15339,66,2,574.07,3,3,3,Others
12784,9,2,574.42,5,3,3,Others
14400,149,1,574.7,2,1,3,Others
14167,39,4,574.84,3,4,3,Others
13487,57,3,575.4,3,3,3,Others
16345,44,1,575.41,3,2,3,Others
15550,4,4,575.63,5,4,3,Loyal
15830,37,1,576,3,2,3,Others
16916,23,2,576.26,4,3,3,Others
14176,297,4,576.9,1,4,3,"At Risk"
12601,189,5,577.06,1,4,3,"At Risk"
17540,24,2,578.9,4,3,3,Others
13292,38,2,578.94,3,3,3,Others
17142,239,1,579,1,1,3,Lost
16906,81,4,579.77,2,4,3,"At Risk"
18095,312,2,580.05,1,2,3,Lost
12695,7,4,582.1,5,4,3,Loyal
17970,211,1,582.59,1,1,3,Lost
13427,19,3,582.6,4,4,3,Loyal
12426,194,1,582.73,1,1,3,Lost
15762,65,2,583.75,3,3,3,Others
13557,28,2,584.06,4,3,3,Others
14023,7,2,584.07,5,3,3,Others
16072,288,1,584.32,1,1,3,Lost
16384,89,2,584.5,2,3,3,Others
15222,318,1,585,1,1,3,Lost
12384,28,2,585.27,4,3,3,Others
17360,17,3,585.79,4,4,3,Loyal
17014,8,3,586.33,5,4,3,Loyal
17351,36,3,587.15,3,4,3,Others
15624,116,4,588.13,2,4,3,"At Risk"
14338,161,2,588.22,2,2,3,Others
16838,197,2,588.85,1,2,3,Lost
16723,91,2,589.15,2,3,3,Others
18123,24,2,589.44,4,3,3,Others
14882,26,2,589.7,4,3,3,Others
13270,366,1,590,1,1,3,Lost
13452,259,2,590,1,2,3,Lost
13276,63,2,590.93,3,3,3,Others
14692,137,4,591.55,2,4,3,"At Risk"
16203,58,4,592.9,3,4,3,Others
18232,81,4,592.97,2,4,3,"At Risk"
16535,5,1,593.75,5,2,3,Promising
15442,248,1,594,1,1,3,Lost
12917,128,1,594,2,1,3,Others
16325,46,3,594.24,3,3,3,Others
14284,30,2,595.25,4,3,3,Others
17658,25,2,595.42,4,3,3,Others
18246,23,2,596.1,4,3,3,Others
15381,213,2,596.85,1,2,3,Lost
14645,156,2,597.09,2,2,3,Others
16788,123,2,597.48,2,3,3,Others
17864,12,3,597.5,5,4,3,Loyal
14108,30,2,597.91,4,3,3,Others
13959,79,3,598.2,2,3,3,Others
16298,22,3,598.2,4,4,3,Loyal
13311,4,2,598.57,5,3,3,Others
15720,24,1,598.73,4,2,3,Promising
14467,17,4,598.76,4,4,3,Loyal
17420,50,3,598.83,3,3,3,Others
14965,96,2,599,2,3,3,Others
12521,142,1,599.68,2,1,3,Others
12872,326,2,599.97,1,2,3,Lost
13243,203,1,600.07,1,1,3,Lost
18211,25,5,600.07,4,4,3,Loyal
12420,63,1,600.39,3,2,3,Others
16654,141,4,601.27,2,4,3,"At Risk"
14609,72,4,601.56,2,4,3,"At Risk"
12654,10,5,601.98,5,4,3,Loyal
17890,322,2,602.09,1,2,3,Lost
15366,75,2,602.51,2,3,3,Others
17259,148,2,603.37,2,2,3,Others
12707,291,1,603.42,1,1,3,Lost
12556,50,2,603.71,3,3,3,Others
16732,31,1,603.75,4,2,3,Promising
12944,35,2,604.51,3,3,3,Others
17664,18,2,604.64,4,3,3,Others
14675,16,1,604.75,4,2,3,Promising
14323,114,2,605.06,2,3,3,Others
13558,5,4,605.06,5,4,3,Loyal
13233,74,2,605.12,2,3,3,Others
17507,261,2,605.58,1,2,3,Lost
13888,119,2,605.63,2,3,3,Others
14133,129,3,605.64,2,3,3,Others
17849,218,4,605.8,1,4,3,"At Risk"
14710,14,4,606.13,4,4,3,Loyal
17119,3,2,606.91,5,3,3,Others
15573,31,2,607.45,4,3,3,Others
12933,24,3,607.53,4,4,3,Loyal
13933,109,2,608.79,2,3,3,Others
14636,36,2,609.85,3,3,3,Others
13357,257,1,609.95,1,1,3,Lost
15795,149,1,610.01,2,1,3,Others
12673,5,2,610.52,5,3,3,Others
13731,219,2,610.59,1,2,3,Lost
16763,198,1,611.85,1,1,3,Lost
16109,218,2,611.88,1,2,3,Lost
15645,18,1,612.01,4,2,3,Promising
15232,113,2,612.06,2,3,3,Others
18149,50,3,612.08,3,3,3,Others
12513,112,1,612.29,2,1,3,Others
16116,211,1,612.78,1,1,3,Lost
16566,15,5,614.66,4,4,3,Loyal
15275,37,1,615.14,3,2,3,Others
16005,12,4,615.39,5,4,3,Loyal
14905,157,2,616.15,2,2,3,Others
16311,17,2,616.26,4,3,3,Others
16442,1,3,616.79,5,4,3,Loyal
14377,191,2,617.05,1,2,3,Lost
14593,21,3,617.99,4,4,3,Loyal
16134,21,2,618.09,4,3,3,Others
13301,103,4,618.09,2,4,3,"At Risk"
12596,51,2,618.27,3,3,3,Others
13145,39,4,618.52,3,4,3,Others
16613,70,1,618.59,3,2,3,Others
13493,275,2,618.63,1,2,3,Lost
14529,60,3,620.04,3,3,3,Others
12667,58,1,620.13,3,2,3,Others
16141,88,1,620.4,2,1,3,Others
